ID,LastName,FirstName,Gender,DateOfBirth,Company,PolicyNumber,Coverage,IssueDate,IssueState,FaceAmount,PremiumAmount,CashValue
T-LF2219471-11           ,Garrison                 ,Florence            ,F,19860411,TAI  ,LF2219471      ,01  ,20100920,MI,150000.00,103.95,0
T-V19897425-11           ,Garrison                 ,Frances             ,F,19510705,TAI  ,V19897425      ,01  ,20071229,TX,1576382.00,4750.20,105130
T-LF2219497-11           ,Garrison                 ,Gary                ,M,19870301,TAI  ,LF2219497      ,01  ,20100920,MI,150000.00,117.15,0
T-LF2721334-11           ,Garrison                 ,Herman              ,M,19670206,TAI  ,LF2721334      ,01  ,20100205,FL,200000.00,327.80,0
T-UL0015710-11           ,Garrison                 ,Isabella            ,F,19660716,TAI  ,UL0015710      ,01  ,20060331,HI,130862.00,287.96,26126
T-UL0015710-11           ,Garrison                 ,Isabella            ,F,19660716,TAI  ,UL0015710      ,51  ,20070331,HI,130862.00,389.04,24928
T-LF2745239-11           ,Garrison                 ,Judith              ,F,19881125,TAI  ,LF2745239      ,01  ,20090405,ID,200000.00,121.00,0
T-UL0015704-11           ,Garrison                 ,John                ,M,19580922,TAI  ,UL0015704      ,01  ,20070609,LA,182000.00,538.20,66338
T-V19894564-11           ,Garrison                 ,Lucy                ,F,19561102,TAI  ,V19894564      ,01  ,20051231,OH,431452.00,406.32,122077
T-TM2975755-11           ,Garrison                 ,Phyllis             ,F,19750120,TAI  ,TM2975755      ,01  ,20080601,WA,150000.00,181.50,0
T-V19897783-11           ,Garrison                 ,Peter               ,M,19750919,TAI  ,V19897783      ,01  ,20080316,DE,959624.00,187.32,175887
T-LF2209848-11           ,Garrison                 ,Regina              ,F,19780708,TAI  ,LF2209848      ,01  ,20100820,CA,500000.00,456.50,0
T-LF2289453-11           ,Garrison                 ,Regina              ,F,19800113,TAI  ,LF2289453      ,01  ,20100720,FL,100000.00,84.70,0
T-UL0015709-11           ,Garrison                 ,Susan               ,F,19580926,TAI  ,UL0015709      ,01  ,20051002,WI,177216.00,219.24,55410
T-V19897422-11           ,Garrison                 ,Sharon              ,F,19590420,TAI  ,V19897422      ,01  ,20071229,TX,1554879.00,2457.36,87096
T-TM2715636-11           ,Garrison                 ,Victor              ,M,19711201,TAI  ,TM2715636      ,01  ,20091105,WA,1000000.00,1485.00,0
T-TM2973199-11           ,Garrison                 ,Wilbur              ,M,19731227,TAI  ,TM2973199      ,01  ,20080701,WA,150000.00,231.00,0
T-TM2975750-11           ,Garrison                 ,Wilbur              ,M,19710421,TAI  ,TM2975750      ,01  ,20080601,WA,150000.00,429.00,0
T-V19897510-11           ,Garrison                 ,Zachary             ,M,19571007,TAI  ,V19897510      ,01  ,20081221,TX,639469.00,269.64,262904
T-LF2210017-11           ,Garvey                   ,Allan               ,M,19530801,TAI  ,LF2210017      ,01  ,20100905,OH,150000.00,521.40,0
T-LF2279297-11           ,Garvey                   ,Alice               ,F,19850614,TAI  ,LF2279297      ,01  ,20101220,CO,200000.00,162.80,0
T-TM2715425-11           ,Garvey                   ,Antonia             ,F,19900206,TAI  ,TM2715425      ,01  ,20091105,ND,500000.00,412.50,0
T-V19890238-11           ,Garvey                   ,Austin              ,M,19641218,TAI  ,V19890238      ,01  ,20061231,CO,1151629.00,1816.32,256974
T-V19897420-11           ,Garvey                   ,Antonia             ,F,19590818,TAI  ,V19897420      ,01  ,20071229,TX,1552157.00,2281.56,84563
T-LF2719426-11           ,Garvey                   ,Bruce               ,M,19440923,TAI  ,LF2719426      ,01  ,20090920,WV,100000.00,493.90,0
T-LF2917844-11           ,Garvey                   ,Bruce               ,M,19670827,TAI  ,LF2917844      ,01  ,20080101,OH,750000.00,1064.25,1630
T-TM2715476-11           ,Garvey                   ,Bradley             ,M,19780620,TAI  ,TM2715476      ,01  ,20091020,OH,150000.00,247.50,0
T-LF2212960-11           ,Garvey                   ,Dora                ,F,19580605,TAI  ,LF2212960      ,01  ,20101105,MO,100000.00,245.30,0
T-LF2212960-11           ,Garvey                   ,Dora                ,F,19580605,TAI  ,UL0015695      ,01  ,20061221,AL,142152.00,152.52,36201
T-UL0015689-11           ,Garvey                   ,Daryl               ,M,19671022,TAI  ,UL0015689      ,01  ,20060610,TN,296519.00,384.72,67514
T-LF2791200-11           ,Garvey                   ,Eric                ,M,19461128,TAI  ,LF2791200      ,01  ,20091105,KY,100000.00,446.60,0
T-TM2794674-11           ,Garvey                   ,Edgar               ,M,19700601,TAI  ,TM2794674      ,01  ,20091020,NY,150000.00,445.50,0
T-LF2214782-11           ,Garvey                   ,Frances             ,F,19490321,TAI  ,LF2214782      ,01  ,20101005,AL,200000.00,646.80,0
T-LF2219465-11           ,Garvey                   ,Frances             ,F,19780929,TAI  ,LF2219465      ,01  ,20101005,SK,500000.00,456.50,0
T-LF2930190-11           ,Garvey                   ,Glenn               ,M,19421209,TAI  ,LF2930190      ,01  ,20081201,KY,100000.00,693.00,0
T-TM2975565-11           ,Garvey                   ,Glenn               ,M,19871120,TAI  ,TM2975565      ,01  ,20080701,OH,250000.00,357.50,0
T-UL0015686-11           ,Garvey                   ,Grace               ,F,19590105,TAI  ,UL0015686      ,01  ,20070204,NY,1192752.00,1182.24,292590
T-UL0015683-11           ,Garvey                   ,Harold              ,M,19570701,TAI  ,UL0015683      ,01  ,20070713,TX,704625.00,2036.04,288507
T-LF2983407-11           ,Garvey                   ,Jeffrey             ,M,19350624,TAI  ,LF2983407      ,01  ,20070601,WV,100000.00,689.70,1830
T-UL0015701-11           ,Garvey                   ,Joseph              ,M,19561222,TAI  ,UL0015701      ,01  ,20060610,TN,38355.00,122.16,13523
T-V19894545-11           ,Garvey                   ,Jeanne              ,F,19560423,TAI  ,V19894545      ,01  ,20051231,OH,418602.00,423.36,123112
T-LF2716406-11           ,Garvey                   ,Kenneth             ,M,19880417,TAI  ,LF2716406      ,01  ,20090920,OH,200000.00,147.40,0
T-V19894543-11           ,Garvey                   ,Kenneth             ,M,19631010,TAI  ,V19894543      ,01  ,20051231,OH,458481.00,521.16,122744
T-V19897395-11           ,Garvey                   ,Kenneth             ,M,19701219,TAI  ,V19897395      ,01  ,20090702,TX,710412.00,122.04,199418
T-V19897421-11           ,Garvey                   ,Louis               ,M,19550616,TAI  ,V19897421      ,01  ,20071229,TX,1584683.00,8678.88,103513
T-LF2788258-11           ,Garvey                   ,Mary                ,F,19400802,TAI  ,LF2788258      ,01  ,20090605,IL,100000.00,452.10,0
T-LF2919846-11           ,Garvey                   ,Marjorie            ,F,19430704,TAI  ,LF2919846      ,01  ,20071201,WV,100000.00,348.70,1162
T-LF2763944-11           ,Garvey                   ,Nora                ,F,19400528,TAI  ,LF2763944      ,01  ,20090505,IL,100000.00,452.10,0
T-UL0015692-11           ,Garvey                   ,Norm                ,M,19610911,TAI  ,UL0015692      ,01  ,20061221,AL,137472.00,228.00,37461
T-V19890231-11           ,Garvey                   ,Norm                ,M,19701121,TAI  ,V19890231      ,01  ,20061231,CO,675846.00,611.04,107567
T-V19894542-11           ,Garvey                   ,Nellie              ,F,19570309,TAI  ,V19894542      ,01  ,20051231,OH,431452.00,406.32,122077
T-LF2727130-11           ,Garvey                   ,Ruth                ,F,19621120,TAI  ,LF2727130      ,01  ,20100120,FL,100000.00,170.50,0
T-V19335012-11           ,Garvey                   ,Richard             ,M,19640921,TAI  ,V19335012      ,01  ,20080816,IL,240720.00,140.88,72159
T-LF2277871-11           ,Garvey                   ,Sylvia              ,F,19610608,TAI  ,LF2277871      ,01  ,20101103,FL,1500000.00,2821.50,0
T-LF2280907-11           ,Garvey                   ,Sarah               ,F,19520129,TAI  ,LF2280907      ,01  ,20100905,MI,150000.00,424.05,0
T-V19890230-11           ,Garvey                   ,Suzanne             ,F,19630106,TAI  ,V19890230      ,01  ,20061231,CO,866243.00,843.48,160109
T-LF2930996-11           ,Garvey                   ,Tiffany             ,F,19381106,TAI  ,LF2930996      ,01  ,20081105,KY,100000.00,474.10,752
T-UL0015698-11           ,Garvey                   ,Yolanda             ,F,19650116,TAI  ,UL0015698      ,01  ,20060728,FL,1372000.00,3005.52,365446
T-LF2917032-11           ,Garvey                   ,Zoe                 ,F,19710206,TAI  ,LF2917032      ,01  ,20080101,OH,500000.00,500.50,726
T-V19899180-11           ,Garvey                   ,Zachary             ,M,19530720,TAI  ,V19899180      ,01  ,20080727,DE,243820.00,884.88,113636
T-V19890236-11           ,Geary                    ,Geraldine           ,F,19660710,TAI  ,V19890236      ,01  ,20061231,CO,528808.00,377.52,77418
T-LF2983617-11           ,George                   ,Anne                ,F,19350710,TAI  ,LF2983617      ,01  ,20070601,ON,100000.00,499.40,1678
T-TM2972878-11           ,George                   ,Allen               ,M,19701215,TAI  ,TM2972878      ,01  ,20080601,OH,750000.00,1155.00,0
T-UL0015677-11           ,George                   ,Charles             ,M,19630210,TAI  ,UL0015677      ,01  ,20071228,MO,100000.00,135.84,3278
T-UL0015680-11           ,George                   ,Daniel              ,M,19480618,TAI  ,UL0015680      ,01  ,20070204,NY,747651.00,3093.12,354251
T-LF2283067-11           ,George                   ,Francis             ,M,19881119,TAI  ,LF2283067      ,01  ,20100705,KY,150000.00,110.55,0
T-LF2283044-11           ,George                   ,Georgia             ,F,19901019,TAI  ,LF2283044      ,01  ,20100705,KY,150000.00,87.45,0
T-LF2919655-11           ,George                   ,Glenn               ,M,19461122,TAI  ,LF2919655      ,01  ,20071101,OH,250000.00,940.50,2954
T-LF2952167-11           ,George                   ,Joan                ,F,19361116,TAI  ,LF2952167      ,01  ,20081105,IN,100000.00,529.10,838
T-LF2958644-11           ,George                   ,Judith              ,F,19480731,TAI  ,LF2958644      ,01  ,20081105,WV,100000.00,383.90,506
T-LF2931740-11           ,George                   ,Lee                 ,M,19421016,TAI  ,LF2931740      ,01  ,20081001,FL,500000.00,2596.00,3632
T-LF2959797-11           ,George                   ,Lee                 ,M,19521226,TAI  ,LF2959797      ,01  ,20081005,OH,100000.00,313.50,462
T-LF2971908-11           ,George                   ,Louise              ,F,19470820,TAI  ,LF2971908      ,01  ,20080501,IN,100000.00,289.30,478
T-V19335663-11           ,George                   ,Nora                ,F,19670810,TAI  ,V19335663      ,01  ,20071108,SC,381521.00,214.20,82634
T-LF2748082-11           ,George                   ,Timothy             ,M,19440126,TAI  ,LF2748082      ,01  ,20090101,IN,150000.00,740.85,0
T-TM2715071-11           ,George                   ,William             ,M,19850130,TAI  ,TM2715071      ,01  ,20091001,OR,1000000.00,660.00,0
T-LF2908891-11           ,Gerhard                  ,Florence            ,F,19420421,TAI  ,LF2908891      ,01  ,20070601,QE,200000.00,728.20,2460
T-V19890234-11           ,Gerhard                  ,Inez                ,F,19610509,TAI  ,V19890234      ,01  ,20061231,CO,886977.00,1008.84,183021
T-V19891206-11           ,Gerhard                  ,Jane                ,F,19610821,TAI  ,V19891206      ,01  ,20080316,DE,975467.00,336.72,270655
T-V19899188-11           ,Gerhard                  ,Peter               ,M,19720314,TAI  ,V19899188      ,01  ,20080727,DE,437646.00,314.28,108844
T-LF2952611-11           ,Gerhard                  ,Rita                ,F,19390726,TAI  ,LF2952611      ,01  ,20081120,ON,100000.00,474.10,752
T-UL0015674-11           ,Gerhard                  ,William             ,M,19630802,TAI  ,UL0015674      ,01  ,20061221,AL,146345.00,198.24,36219
T-LF2906876-11           ,Gibson                   ,Claudia             ,F,19310428,TAI  ,LF2906876      ,01  ,20070401,QE,100000.00,620.40,1956
T-V19894547-11           ,Gibson                   ,David               ,M,19530422,TAI  ,V19894547      ,01  ,20051231,OH,328454.00,885.84,133010
T-V19894549-11           ,Gibson                   ,Margaret            ,F,19710507,TAI  ,V19894549      ,01  ,20051231,OH,674032.00,204.96,102282
T-V19894541-11           ,Gill                     ,Amy                 ,F,19710801,TAI  ,V19894541      ,01  ,20051231,OH,696882.00,213.72,100618
T-TM2972559-11           ,Gill                     ,Candace             ,F,19671205,TAI  ,TM2972559      ,01  ,20080601,WA,500000.00,742.50,0
T-V19890253-11           ,Gill                     ,Charles             ,M,19720330,TAI  ,V19890253      ,01  ,20061231,CO,613189.00,498.36,91714
T-V19899186-11           ,Gill                     ,Gregory             ,M,19661029,TAI  ,V19899186      ,01  ,20080727,DE,360092.00,446.52,110838
T-TM2715919-11           ,Gill                     ,Wilbur              ,M,19861105,TAI  ,TM2715919      ,01  ,20091105,NY,500000.00,495.00,0
T-UL0015671-11           ,Gill                     ,Zachary             ,M,19611027,TAI  ,UL0015671      ,01  ,20060503,MO,1330000.00,3656.40,429042
T-V19335665-11           ,Gillespie                ,Marie               ,F,19640601,TAI  ,V19335665      ,01  ,20071108,SC,207398.00,149.76,50702
T-LF2904305-11           ,Gillespie                ,Tiffany             ,F,19340505,TAI  ,LF2904305      ,01  ,20070501,ON,100000.00,529.10,1746
T-JT2434400-11           ,Gilligan                 ,Al                  ,M,19360925,TAI  ,JT2434400      ,01  ,20040101,CA,300000.00,1439.40,28979
T-LF2706226-11           ,Gilligan                 ,Ann                 ,F,19441208,TAI  ,LF2706226      ,01  ,20090720,ON,100000.00,369.60,0
T-LF2912009-11           ,Gilligan                 ,Alan                ,M,19471123,TAI  ,LF2912009      ,01  ,20080101,CO,500000.00,1881.00,2934
T-LF2928282-11           ,Gilligan                 ,Amanda              ,F,19440625,TAI  ,LF2928282      ,01  ,20080601,ON,100000.00,334.40,550
T-TM2715598-11           ,Gilligan                 ,Adam                ,M,19741228,TAI  ,TM2715598      ,01  ,20091020,OH,500000.00,550.00,0
T-UL0015653-11           ,Gilligan                 ,Andrew              ,M,19670307,TAI  ,UL0015653      ,01  ,20060331,HI,772678.00,981.24,188612
T-UL0015653-11           ,Gilligan                 ,Andrew              ,M,19670307,TAI  ,UL0015653      ,51  ,20070331,HI,772678.00,1092.40,181931
T-V19899163-11           ,Gilligan                 ,Anthony             ,M,19650329,TAI  ,V19899163      ,01  ,20080727,DE,348860.00,482.52,111142
T-UL0015668-11           ,Gilligan                 ,Brian               ,M,19540214,TAI  ,UL0015668      ,01  ,20051002,IL,158966.00,604.56,70573
T-LF2717487-11           ,Gilligan                 ,Cynthia             ,F,19451210,TAI  ,LF2717487      ,01  ,20091005,SK,100000.00,354.20,0
T-TM2715996-11           ,Gilligan                 ,Charles             ,M,19820212,TAI  ,TM2715996      ,01  ,20091020,NY,150000.00,198.00,0
T-UL0015662-11           ,Gilligan                 ,Charles             ,M,19740718,TAI  ,UL0015662      ,01  ,20051230,GA,303684.00,213.12,50006
T-V19890255-11           ,Gilligan                 ,Candace             ,F,19670114,TAI  ,V19890255      ,01  ,20061231,CO,810604.00,578.64,118673
T-LF2246349-11           ,Gilligan                 ,Daryl               ,M,19901019,TAI  ,LF2246349      ,01  ,20100505,UT,100000.00,69.30,0
T-V19335809-11           ,Gilligan                 ,Diane               ,F,19631012,TAI  ,V19335809      ,01  ,20080713,IA,434000.00,157.08,3890
T-TM2975808-11           ,Gilligan                 ,Elizabeth           ,F,19810302,TAI  ,TM2975808      ,01  ,20080701,CA,125000.00,110.00,0
T-V19890257-11           ,Gilligan                 ,Elaine              ,F,19590820,TAI  ,V19890257      ,01  ,20061231,CO,980033.00,1190.76,213021
T-LF2788799-11           ,Gilligan                 ,Frances             ,F,19391213,TAI  ,LF2788799      ,01  ,20090605,MI,100000.00,474.10,0
T-LF2955451-11           ,Gilligan                 ,Frances             ,F,19320124,TAI  ,LF2955451      ,01  ,20081205,WI,100000.00,830.50,0
T-TM2972621-11           ,Gilligan                 ,Francis             ,M,19640720,TAI  ,TM2972621      ,01  ,20080601,FL,250000.00,756.25,0
T-TM2712385-11           ,Gilligan                 ,Georgia             ,F,19830130,TAI  ,TM2712385      ,01  ,20091020,NY,250000.00,247.50,0
T-UL0015665-11           ,Gilligan                 ,George              ,M,19431010,TAI  ,UL0015665      ,01  ,20051002,IL,121477.00,953.64,70863
T-V19890252-11           ,Gilligan                 ,Georgia             ,F,19531112,TAI  ,V19890252      ,01  ,20061231,CO,724170.00,1353.24,208873
T-V19897428-11           ,Gilligan                 ,Jeffrey             ,M,19671124,TAI  ,V19897428      ,01  ,20071229,TX,1544241.00,2106.72,76167
T-LF2201503-11           ,Gilligan                 ,Laura               ,F,19550714,TAI  ,LF2201503      ,01  ,20100905,TN,200000.00,1471.80,0
T-LF2780147-11           ,Gilligan                 ,Lynn                ,F,19700206,TAI  ,LF2780147      ,01  ,20090520,OH,200000.00,242.00,0
T-LF2959912-11           ,Gilligan                 ,Lynn                ,F,19501005,TAI  ,LF2959912      ,01  ,20081001,IL,100000.00,269.50,402
T-V19897260-11           ,Gilligan                 ,Linda               ,F,19500812,TAI  ,V19897260      ,01  ,20090402,WA,1341631.00,541.44,585064
T-LF2785033-11           ,Gilligan                 ,Marcia              ,F,19460327,TAI  ,LF2785033      ,01  ,20090701,ON,500000.00,1771.00,0
T-LF2785033-11           ,Gilligan                 ,Marcia              ,F,19460327,TAI  ,LF2985001      ,01  ,20070501,ON,1000000.00,3047.00,10124
T-LF2912795-11           ,Gilligan                 ,Madonna             ,F,19270124,TAI  ,LF2912795      ,01  ,20080101,MI,100000.00,837.10,1194
T-LF2974578-11           ,Gilligan                 ,Marcia              ,F,19311017,TAI  ,LF2974578      ,01  ,20080501,OR,250000.00,1661.00,2560
T-TM2973151-11           ,Gilligan                 ,Megan               ,F,19630428,TAI  ,TM2973151      ,01  ,20080701,WA,1000000.00,1705.00,0
T-V19894540-11           ,Gilligan                 ,Mark                ,M,19601010,TAI  ,V19894540      ,01  ,20051231,OH,417258.00,659.64,126475
T-JT2434400-12           ,Gilligan                 ,Nora                ,F,19390906,TAI  ,JT2434400      ,01  ,20040101,CA,300000.00,1439.40,28979
T-LF2777422-11           ,Gilligan                 ,Nora                ,F,19770922,TAI  ,LF2777422      ,01  ,20091220,MI,100000.00,91.30,0
T-LF2990498-11           ,Gilligan                 ,Nancy               ,F,19340210,TAI  ,LF2918198      ,01  ,20071201,OH,100000.00,559.90,1814
T-LF2990498-11           ,Gilligan                 ,Nancy               ,F,19340210,TAI  ,LF2990498      ,01  ,20080301,OH,200000.00,1181.40,1894
T-TM2713466-11           ,Gilligan                 ,Nora                ,F,19721014,TAI  ,TM2713466      ,01  ,20091020,NY,500000.00,770.00,0
T-LF2904041-11           ,Gilligan                 ,Peter               ,M,19341214,TAI  ,LF2904041      ,01  ,20070601,FL,250000.00,2378.75,4778
T-LF2922706-11           ,Gilligan                 ,Phyllis             ,F,19330928,TAI  ,LF2922706      ,01  ,20080901,CO,100000.00,590.70,946
T-LF2289225-11           ,Gilligan                 ,Richard             ,M,19810831,TAI  ,LF2289225      ,01  ,20100805,CA,250000.00,231.00,0
T-LF2710834-11           ,Gilligan                 ,Ruth                ,F,19660327,TAI  ,LF2710834      ,01  ,20091001,ON,500000.00,1419.00,0
T-TM2715211-11           ,Gilligan                 ,Ronald              ,M,19700713,TAI  ,TM2715211      ,01  ,20091105,IN,150000.00,445.50,0
T-UL0015656-11           ,Gilligan                 ,Ralph               ,M,19531127,TAI  ,UL0015656      ,01  ,20080420,OH,230000.00,731.40,5195
T-UL0015659-11           ,Gilligan                 ,Richard             ,M,19600629,TAI  ,UL0015659      ,01  ,20061130,HI,167660.00,301.08,48162
T-V19892450-11           ,Gilligan                 ,Rosemary            ,F,19631231,TAI  ,V19892450      ,01  ,20090930,WI,452473.00,75.12,138060
T-LF2977083-11           ,Gilligan                 ,Stephen             ,M,19400503,TAI  ,LF2977083      ,01  ,20080501,ON,100000.00,552.20,788
T-UL0015649-11           ,Gilligan                 ,Suzanne             ,F,19560301,TAI  ,UL0015649      ,01  ,20071228,MO,100000.00,112.32,4291
T-LF2754861-11           ,Gilligan                 ,Valerie             ,F,19770904,TAI  ,LF2754861      ,01  ,20100320,KY,500000.00,456.50,0
T-TM2715597-11           ,Gilligan                 ,Victoria            ,F,19791109,TAI  ,TM2715597      ,01  ,20091020,OH,500000.00,412.50,0
T-TM2794186-11           ,Gilligan                 ,Violet              ,F,19791005,TAI  ,TM2794186      ,01  ,20091120,MO,1000000.00,495.00,0
T-LF2728012-11           ,Gilligan                 ,William             ,M,19740615,TAI  ,LF2728012      ,01  ,20100120,MI,100000.00,155.10,0
T-TM2713156-11           ,Gilligan                 ,Yolanda             ,F,19740528,TAI  ,TM2713156      ,01  ,20091020,NY,150000.00,181.50,0
T-LF2761497-11           ,Gilligan                 ,Zachary             ,M,19780710,TAI  ,LF2761497      ,01  ,20090520,ON,750000.00,734.25,0
T-V19899184-11           ,Gilligan                 ,Zachary             ,M,19660406,TAI  ,V19899184      ,01  ,20080727,DE,360092.00,446.52,110838
T-LF2927445-11           ,Gilman                   ,Frances             ,F,19731011,TAI  ,LF2927445      ,01  ,20080901,OH,200000.00,184.80,262
T-V19894546-11           ,Gilmore                  ,Amy                 ,F,19701029,TAI  ,V19894546      ,01  ,20051231,OH,674032.00,204.96,102282
T-LF2293604-11           ,Gilmore                  ,Bradley             ,M,19820721,TAI  ,LF2293604      ,01  ,20101020,ON,150000.00,138.60,0
T-V19899165-11           ,Gilmore                  ,David               ,M,19650111,TAI  ,V19899165      ,01  ,20080727,DE,338074.00,541.20,111424
T-V19890259-11           ,Gilmore                  ,Frances             ,F,19630125,TAI  ,V19890259      ,01  ,20061231,CO,1110599.00,1081.32,205274
T-UL0015640-11           ,Gilmore                  ,Glenn               ,M,19550213,TAI  ,UL0015640      ,01  ,20070309,AL,196529.00,525.60,74140
T-LF2752654-11           ,Gilmore                  ,Marcus              ,M,19810901,TAI  ,LF2752654      ,01  ,20100405,IN,250000.00,231.00,0
T-LF2979684-11           ,Gilmore                  ,Nora                ,F,19490831,TAI  ,LF2979684      ,01  ,20080601,CA,100000.00,266.20,426
T-V19894548-11           ,Gilmore                  ,Thomas              ,M,19760218,TAI  ,V19894548      ,01  ,20051231,OH,679610.00,275.64,103022
T-JT1894080-12           ,Glennon                  ,Antonia             ,F,19450113,TAI  ,JT1894080      ,01  ,20020301,FL,1000000.00,3872.88,116672
T-LF2957122-11           ,Glennon                  ,Allen               ,M,19371206,TAI  ,LF2957122      ,01  ,20081105,OH,100000.00,685.30,886
T-LF2957122-11           ,Glennon                  ,Allen               ,M,19371206,TAI  ,UL0015638      ,01  ,20061130,HI,797964.00,7028.40,502157
T-LF2994335-11           ,Glennon                  ,Andrew              ,M,19480628,TAI  ,LF2994335      ,01  ,20080301,MN,100000.00,493.90,640
T-UL0015623-11           ,Glennon                  ,Allen               ,M,19780521,TAI  ,UL0015623      ,01  ,20051230,GA,335051.00,173.52,45927
T-LF2216936-11           ,Glennon                  ,Burt                ,M,19910701,TAI  ,LF2216936      ,01  ,20101005,WA,100000.00,69.30,0
T-LF2704609-11           ,Glennon                  ,Carm                ,F,19410125,TAI  ,LF2704609      ,01  ,20090705,MO,100000.00,452.10,0
T-LF2740492-11           ,Glennon                  ,Charles             ,M,19700819,TAI  ,LF2740492      ,01  ,20090405,IL,500000.00,687.50,0
T-LF2744917-11           ,Glennon                  ,Cynthia             ,F,19451231,TAI  ,LF2744917      ,01  ,20081201,OH,250000.00,844.25,1316
T-UL0015620-11           ,Glennon                  ,Charles             ,M,19560811,TAI  ,UL0015620      ,01  ,20051002,WI,75233.00,241.56,30497
T-UL0015633-11           ,Glennon                  ,Charles             ,M,19570205,TAI  ,UL0015633      ,01  ,20051002,WI,268406.00,861.84,108803
T-V19335019-11           ,Glennon                  ,Cynthia             ,F,19430304,TAI  ,V19335019      ,01  ,20080816,IL,152120.00,203.76,77760
T-UL0015635-11           ,Glennon                  ,Douglas             ,M,19490309,TAI  ,UL0015635      ,01  ,20080420,OH,356000.00,1735.80,6819
T-UL0015619-11           ,Glennon                  ,Edwin               ,M,19510807,TAI  ,UL0015619      ,01  ,20051002,WI,116952.00,490.44,55024
T-UL0015626-11           ,Glennon                  ,Eugene              ,M,19650910,TAI  ,UL0015626      ,01  ,20071128,MI,500000.00,1046.64,134801
T-LF2207845-11           ,Glennon                  ,Franklin            ,M,19650915,TAI  ,LF2207845      ,01  ,20100805,ON,250000.00,448.25,0
T-V19890250-11           ,Glennon                  ,Florence            ,F,19610410,TAI  ,V19890250      ,01  ,20061231,CO,887491.00,1009.44,183127
T-UL0015624-11           ,Glennon                  ,Inez                ,F,19740413,TAI  ,UL0015624      ,01  ,20071002,DE,1747724.00,535.68,253527
T-LF2744913-11           ,Glennon                  ,Jeffrey             ,M,19510723,TAI  ,LF2744913      ,01  ,20090205,ON,150000.00,521.40,0
T-LF2936581-11           ,Glennon                  ,Janice              ,F,19841130,TAI  ,LF2936581      ,01  ,20081120,ON,250000.00,165.00,184
T-LF2287520-11           ,Glennon                  ,Maureen             ,F,19880704,TAI  ,LF2287520      ,01  ,20100720,ON,200000.00,127.60,0
T-LF2983341-11           ,Glennon                  ,Margaret            ,F,19340416,TAI  ,LF2983341      ,01  ,20070401,ON,100000.00,529.10,1746
T-UL0015617-11           ,Glennon                  ,Mark                ,M,19590301,TAI  ,UL0015617      ,01  ,20051002,WI,285126.00,806.40,108293
T-V19890251-11           ,Glennon                  ,Mark                ,M,19560426,TAI  ,V19890251      ,01  ,20061231,CO,1280585.00,4544.40,434269
T-V19892463-11           ,Glennon                  ,Mark                ,M,19641113,TAI  ,V19892463      ,01  ,20090102,IL,3284882.00,814.32,1011467
T-V19899162-11           ,Glennon                  ,Paul                ,M,19660215,TAI  ,V19899162      ,01  ,20080727,DE,360092.00,446.52,110838
T-V19899169-11           ,Glennon                  ,Patrick             ,M,19630301,TAI  ,V19899169      ,01  ,20080727,DE,327708.00,567.12,111767
T-LF2915992-11           ,Glennon                  ,Rick                ,M,19880621,TAI  ,LF2915992      ,01  ,20080201,ON,250000.00,162.25,154
T-V19335017-11           ,Glennon                  ,Richard             ,M,19650226,TAI  ,V19335017      ,01  ,20080816,IL,248400.00,126.60,71694
T-JT1894080-11           ,Glennon                  ,Scott               ,M,19390214,TAI  ,JT1894080      ,01  ,20020301,FL,1000000.00,3872.88,116672
T-V19899167-11           ,Glennon                  ,Tracy               ,F,19600104,TAI  ,V19899167      ,01  ,20080727,DE,338864.00,381.96,110359
T-V19899161-11           ,Glennon                  ,William             ,M,19601010,TAI  ,V19899161      ,01  ,20080727,DE,298967.00,689.28,112669
T-UL0015613-11           ,Gold                     ,Lucille             ,F,19541105,TAI  ,UL0015613      ,01  ,20061221,AL,129896.00,165.48,37956
T-LF2704199-11           ,Gonzales                 ,Angela              ,F,19861011,TAI  ,LF2704199      ,01  ,20090720,FL,250000.00,159.50,0
T-UL0015609-11           ,Gonzales                 ,Charles             ,M,19670604,TAI  ,UL0015609      ,01  ,20051230,GA,233213.00,296.16,56899
T-LF2218151-11           ,Gonzales                 ,Daryl               ,M,19830908,TAI  ,LF2218151      ,01  ,20100820,FL,100000.00,84.70,0
T-LF2975124-11           ,Gonzales                 ,Dawn                ,F,19380813,TAI  ,LF2975124      ,01  ,20080701,OH,100000.00,447.70,752
T-TM2715967-11           ,Gonzales                 ,Dorothy             ,F,19610614,TAI  ,TM2715967      ,01  ,20091020,OH,150000.00,874.50,0
T-V19894544-11           ,Gonzales                 ,Donna               ,F,19471118,TAI  ,V19894544      ,01  ,20051231,OH,331224.00,665.40,132002
T-TM2712315-11           ,Gonzales                 ,Franklin            ,M,19781006,TAI  ,TM2712315      ,01  ,20091005,FL,150000.00,198.00,0
T-UL0015606-11           ,Gonzales                 ,Florence            ,F,19430719,TAI  ,UL0015606      ,01  ,20070309,AL,162493.00,521.88,78245
T-LF2218150-11           ,Gonzales                 ,Grace               ,F,19831126,TAI  ,LF2218150      ,01  ,20100920,FL,100000.00,73.70,0
T-TM2794983-11           ,Gonzales                 ,Georgia             ,F,19690211,TAI  ,TM2794983      ,01  ,20091105,MI,1000000.00,1265.00,0
